reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
526d6339-209f-4610-8d1e-80d0a0175e84,Bambang_adzkiya Oficial Bambang Oficial,https://play-lh.googleusercontent.com/a-/ALV-UjUnoxD5B8-oPW0rL5QdKYNkXcPwET0SQoOgT6UieRqGhSnacpli,TOLONG YA KEBIJAKN REBUS MASA PENGADUAN GX DI TAMGAPIN SAYA SALAH TANGAL BLI TIKET LALU SAYA BATALIN KITA NUGUIN UWANG KEMBA tapi gx kembali uwang saya 88000 cuma di balikin 1000 ribu tolong kebijakn klian dari rebus ataupun agen.,1,0,80.5.0,2025-09-25 23:09:59,"Hai Kak,Kami mohon maaf atas ketidaknyamanannya,terkait permasalahan Anda mohon untuk hubungi kami di https://www.redbus.id/info/redcare atau +622139706060, dengan mengirimkan rincian pemesanan agar bisa kami cek lebih lanjut. Terima kasih",2025-09-26 13:05:19,80.5.0
944854fa-00ad-4ccf-900e-ca940253dde3,Agus Prayitno,https://play-lh.googleusercontent.com/a/ACg8ocKt0mn3NzJjC2reT7y40NZ_EptD0FoO52oAuP0vLoGDOC5g7Q=mo,"apk simpel, akurat dan cepat responnya, mantap pokoknya, terlebih dapat diskon",5,2,80.8.3,2025-09-25 19:38:24,"Hai Agus, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-26 13:06:24,80.8.3
3ec5b9b7-e074-4852-bb7d-6f96cd57951b,Johan Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjWPhfLtUJwIVeaCtkD5osF64UGjgBacHzN-YDwAS-eiIqUHcSnT,sangat simpel,5,0,80.8.3,2025-09-25 15:29:35,"Hai Johan, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-26 13:05:06,80.8.3
c37bae43-efc1-4f32-96ac-f2e7c62da5a8,achmad shodiqin,https://play-lh.googleusercontent.com/a-/ALV-UjXXmBJcwJZNnWutCc3_M9XG8q4xslPbm8IyixnvIWRWx3RVnf9f,Mantab Langsung di respon👍,5,0,80.8.3,2025-09-25 10:24:44,"Hai Achmad, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN",2025-09-24 14:09:32,80.8.3
b4878836-283f-49a0-b574-6552fb047b4a,Jumadi,https://play-lh.googleusercontent.com/a-/ALV-UjWpSNahbczHXZYOzwTiFtgoDA_vVgzx9lfXnOmfKUcgE61IArGM,ok mudah dipakai aplikasinya,4,0,80.7.0,2025-09-24 20:41:14,"Hai Jumadi, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-25 12:46:57,80.7.0
26a841ac-6e46-4bd2-bf59-c3c17d86766c,adesfro,https://play-lh.googleusercontent.com/a-/ALV-UjXJoq2DuoWwL-9PniI7m1aqO7uy2IqJOiapC5ApBhWvcYZuA7JT,bagus,5,0,80.8.3,2025-09-24 16:34:00,"Hai Adesfro, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-25 12:46:38,80.8.3
16cf0807-af50-4ceb-a85a-a1638e96d316,Suhar Yani,https://play-lh.googleusercontent.com/a/ACg8ocLaPUmdUJg-mL3vl-pRUT7UZenKVhDh83r6f2k4WS480tes5Q=mo,Aplikasi lemot lama loadingnya,1,0,80.8.3,2025-09-24 16:04:38,"Hai Kak,Kami mohon maaf atas ketidaknyamanannya,terkait permasalahan Anda mohon untuk hubungi kami di https://www.redbus.id/info/redcare atau +622139706060, dengan mengirimkan rincian pemesanan agar bisa kami cek lebih lanjut. Terima kasih",2025-09-25 12:47:18,80.8.3
9f7a1776-f68e-489c-86d5-e7ebef6f6201,Muhammad Hamizan Zain,https://play-lh.googleusercontent.com/a/ACg8ocIKfW7dh-73XPb0nEDQYb2sgye__4BuA2Slt-Z7gnBWRE-xUg=mo,better choice,5,0,80.8.3,2025-09-24 14:14:30,"Hai Muhammad, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-25 12:46:18,80.8.3
79610b48-6ca8-4634-9603-16ea994ec817,Agus Arthur,https://play-lh.googleusercontent.com/a-/ALV-UjXwfQIknEVp5Ivd8cXZ5ZGZuDmC8VOUyR67ugvq3EWi4xcVP8PB,"halo min ijin menyampaikan kendala saya waktu memesan tiket pada tanggal 23-09-2025, sudah jelas jelas saya disitu pesen 2 tiket untuk pemberangkatan tanggal 24-09-2025, nahh kenapa pas saya sudah melakukan pembayaran tiketnya berubah jadi ngikut pemberangkatan tanggal 23-09-2025,,mohon untuk solusinya bagaimana saya pengen pengembalian dana nya saja",1,1,80.8.1,2025-09-24 07:24:57,"Hai Agus,Kami mohon maaf atas ketidaknyamanannya,terkait permasalahan Anda mohon untuk hubungi kami di https://www.redbus.id/info/redcare atau +622139706060, dengan mengirimkan rincian pemesanan agar bisa kami cek lebih lanjut. UN",2025-09-24 14:10:30,80.8.1
4859622e-5867-42a4-bc65-7b1cbee29676,starbust orangeku (lolypop),https://play-lh.googleusercontent.com/a-/ALV-UjV-MSORZyEflvn5sj1eMP3G7OUwWdNYRpT2OxOdc2nfPURZU-o,cepat dan bisa lihat bangku yg sudah dipesan,5,0,80.8.3,2025-09-23 19:25:20,"Hai, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN",2025-09-23 20:02:55,80.8.3
157355cc-a73c-4518-893c-9e5847775176,Arjun Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjWGqqGIpwesNXiCOI5W1ASCrc03rK00NrPTS1FDtbG4xLa2FmU,salah pesan tanggal. refund gak bisa padahal baru pesan mau ganti tanggal gak bisa alesan dari PO nya di tnya ke PO nya dari aplikasi redbus nya masalah di lempar lempar. kalo pembelian 1 gak masalah pembelian 3 gak ada retribusi sama sekali cukup saya saja semoga kalian jgan kejadian kayak saya kalo mau pakai apk ini,1,3,80.7.5,2025-09-23 10:46:06,"Hai Arjun, kami sampaikan mohon maaf atas ketidaknyamananya. Untuk perubahan jadwal dan pembatalan tiket, redBus mengikuti kebijakan PO terkait. Jadi mohon kedepannya untuk dipastikan kembali detail pemesanan sebelum melakukan pembayaran agar tidak terjadi kendala serupa. UN",2025-09-23 12:37:55,80.7.5
d0463e13-0661-427b-a9b0-bf4f59c4192f,Ilham Rachim,https://play-lh.googleusercontent.com/a-/ALV-UjUmHFRCvvfGUggF-wUl2jj23UXSwek7hUcMjm3NCADa3g_BKB8Z,mantul dah,5,0,,2025-09-23 02:51:33,"Hai Ilham, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN",2025-09-23 12:34:35,
375f7c4c-f8ba-46a9-9d42-a9533dc98d62,Xie Yie,https://play-lh.googleusercontent.com/a/ACg8ocLznhU6uo5BvZFDyfc9jXzCauONs0ZZBSF3DCdjdBcgw4Omgg=mo,"aplikasi gak jelas. sudah 2x diinstal tapi bug parah. padahal marketingnya gila²an di medsos tapi sayangnya gak mumpuni aplikasinya. kecewa bagi yang mau pesan tiket bus dadakan, mending on the spot ajah deh",1,6,80.8.1,2025-09-22 20:46:35,"Hai Xie,Kami mohon maaf atas ketidaknyamanannya,terkait permasalahan Anda mohon untuk hubungi kami di https://www.redbus.id/info/redcare atau +622139706060, dengan mengirimkan rincian kendalanya agar bisa kami cek lebih lanjut. UN",2025-09-23 12:32:43,80.8.1
5e6f8d9e-2034-4af0-936e-806e9e49bf68,Muhammedroja Abdurrohman,https://play-lh.googleusercontent.com/a/ACg8ocLHZr1M74C3FhSRRyakNEo3hv2jVJ8OoQOLlMY7QMDqbtUDxQ=mo,mudah digunakan dan banyak pilihan busnya,5,0,80.8.3,2025-09-22 10:51:41,"Hai, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN

",2025-09-22 19:19:29,80.8.3
6837be9e-3be0-4c65-acae-adff327c0ec4,AF Rakhmat,https://play-lh.googleusercontent.com/a-/ALV-UjX6JBabRxHV9PB7md3lJ2un2W3pZ3DBpebC9oJNQfO0E_3zcI6t,sangat membantu dan praktis,5,0,80.8.1,2025-09-22 08:41:05,"Hai Rakhmat, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN",2025-09-22 19:19:13,80.8.1
21631fe9-d992-4671-939c-508810eb053a,Anwar Billy,https://play-lh.googleusercontent.com/a-/ALV-UjUgrzFjqCWDq1FPYuDeLQfHpmytpL_bWfGFwNudXDECqSVCEsc,sangat membantu harga tiket lebih murah dan ximple,5,0,80.7.7,2025-09-22 07:41:08,"Hai Anwar, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN",2025-09-22 19:19:02,80.7.7
b4daf2fc-1d94-4ed9-82cf-b3066bc9c43c,Monita Afriyanti,https://play-lh.googleusercontent.com/a-/ALV-UjWK53JNS2h5-LTZ0HxsP5pcRTWG6dtwNUgxShLxBfAf36Ygrprn,"aplikasi ga guna, udah beli tiket di aplikasi ternyata nggak sesuai jadwal sama beli di agen 👎👎👎👎👎",1,1,80.5.5,2025-09-21 18:32:54,"Hai Monita, mohon maaf atas ketidaknyamanannya. Customer service kami mencoba mengubungi Anda namun tidak terhubung, mohon dilakukan pengecekan pada email yang kami kirimkan dan konfirmasikan detail kendalanya agar bisa segera kami bantu tindak lanjut ke tim terkait kami. UN",2025-09-21 22:19:44,80.5.5
829d4a20-5580-4af6-a23b-d5339ed2c43b,Generaso 93,https://play-lh.googleusercontent.com/a-/ALV-UjWd7AgNfkBkYKKIRkba9hMZh9VGh2R1NeihZcdwqG0Q8jK39biZ,Good,5,0,80.8.1,2025-09-21 12:00:20,"Hey, thank you so much for the perfect ratings and for sharing your feedback. We're thrilled you enjoyed our services your kind words inspire us to maintain our commitment to excellence. Happy Booking -Team redBus",2025-09-21 12:20:04,80.8.1
c61ae996-7971-4088-9541-5330bca44b7a,panjji tamma,https://play-lh.googleusercontent.com/a/ACg8ocLUhjPFLEOYfXQjxJqTgCciYJLDuoh0Ifaec0QnUADiJOljxQ=mo,tiket gak bisa di refund & pelayanan CS sangat kurang cekatan/tanggap,1,1,80.8.1,2025-09-21 07:38:44,"Ha Panjji, mohon maaf atas ketidaknyamananya. Untuk pemesanan PO Sinar Jaya nama penumpamg harus sesuai dengan identitas karena ada pengecekan saat akan naik bus. Saat melakukan pemesanan juga sudah tertera keterangan untuk memasukkan nama penumpang sesuai identitas, jadi mohon ke depannya bisa memasukan nama penumpang sesuai identitas. UN",2025-09-21 13:22:37,80.8.1
8cb1ee0b-40be-4bd2-a140-2b086e437592,Tolhah Mansyur,https://play-lh.googleusercontent.com/a-/ALV-UjXdH1UB5DffnfAbIRbS7ODS7GJKTb7CrYEVCczP_GN7HDwF4Aw,ok,5,0,80.7.7,2025-09-20 21:04:30,"Hai Tolhah, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. UN",2025-09-21 13:19:20,80.7.7
4adb6ff7-9278-432f-8819-3f4ba4d0e15f,Firman Gunawansyah,https://play-lh.googleusercontent.com/a/ACg8ocICgyNv9AMhXrfLROkT0YQ5YyFrR-rTJFWmT2CnnPBSqrSHCw=mo,ok,5,0,80.5.0,2025-09-20 12:06:44,Halo! Kami sangat senang Anda menyukai produk kami dan memberikan ulasan positif serta rating bintang yang luar biasa. Masukan Anda memotivasi kami untuk melayani Anda dengan lebih baik lagi. Selamat memesan - WD,2025-09-20 15:11:14,80.5.0
50b7893c-513f-439c-90bc-29265f97b240,Yogi Aliandri,https://play-lh.googleusercontent.com/a-/ALV-UjUBON_H-R3TL9A3pB6BYvo2WuhnhynlagaSxoWeM7dR2F0ISNuB,worth it lah apk ini,4,0,80.8.1,2025-09-20 10:13:12,"Hai, Terima kasih atas ulasan yang luar biasa, Yogi! Ulasan seperti milikmu membuat kami tetap termotivasi untuk melayani kamu dengan lebih baik. Semoga kamu mendapatkan lebih banyak pemesanan yang menyenangkan! –WD",2025-09-20 15:10:51,80.8.1
1860eefd-db4c-45ae-b3aa-1d1d9d460f4e,Duki Purwanto,https://play-lh.googleusercontent.com/a-/ALV-UjWk-h8oZ_6iPwt8qtVrwHOXKWE48k_mHEPVi19pHgylhcWta1kA6g,red bus sangat membantu dan lebih murah dibanding harga loket,5,0,80.7.7,2025-09-20 09:21:56,"Hai Duki, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-20 15:10:10,80.7.7
9425e33c-4025-4d21-898c-a848fbcb055d,parikesit imam,https://play-lh.googleusercontent.com/a-/ALV-UjXikWhCyH7ZAfVDUZk8cF3mwP3Ab5xlZOqbg3b_oSSKxUIYdRMp,"Mantaap..baru pertama pake aplikasinya, sangat membantu.",5,0,80.8.1,2025-09-19 15:41:06,"Hai Parikesit, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-20 11:45:42,80.8.1
c3c5da90-8917-4988-9e65-a933f9fa9e93,Jerry Ashoka,https://play-lh.googleusercontent.com/a-/ALV-UjXqkBY_Q7-GxmN930f8Xtz0UQWWowx-YmfoYzgZVmWv_keUuIac,Good app. for busses booking speciality. cheaper fee/price and trusted.,5,0,80.8.1,2025-09-19 14:07:29,"Hai Jerry, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-20 11:45:29,80.8.1
8325ccf9-4dc7-4eee-b70d-b2c64eb1c7ff,Ali Lansi,https://play-lh.googleusercontent.com/a-/ALV-UjUK0y2q_GMixkqWF2wuOSwtlPfUl0vwdptRwudj6EXjNh-5Edh2rQ,sgt membantu,5,0,80.8.1,2025-09-18 22:40:09,,,80.8.1
3a835a8f-f4c7-4826-8bac-b90e155d3654,Aris Munandar,https://play-lh.googleusercontent.com/a-/ALV-UjVRwEvYQhO25sATDxYIUau6_2wuPMaYRCt_xcIS2wrKDIOwY6AQ,favorit saya bus harapan jaya solo > serang,5,0,80.8.1,2025-09-18 14:10:25,"Hai Aris, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-19 11:57:32,80.8.1
ccb020be-9499-4b36-aabe-2c67d7a3d355,Yady frons Susanto,https://play-lh.googleusercontent.com/a-/ALV-UjUcrevPJEaeAqktlyubs-VMmwyv2bvz2wI7n0qYes1FwiBoM8JC,oke baik recommended,5,0,80.7.7,2025-09-18 13:08:03,"Hai Yady, Terima kasih atas dukungannya! Kami senang Anda menghargai komitmen kami untuk secara konsisten menjaga harga lebih rendah dari harga yang dijual di pasaran sepanjang bulan. Kepuasan dan feedback positif Anda sangat berharga bagi kami. Kami harap dapat melayani Anda dengan keunggulan berkelanjutan dan harga yang tidak ada duanya. WD",2025-09-19 11:57:17,80.7.7
